Z	A	M
6	12	0.00060986
6	13	6.7813e-09
7	13	6.3549e-07
7	14	1.1667e-09
7	15	2.2278e-08
7	16	1.4343e-26
8	15	4.0071e-07
8	16	0.026114
8	17	2.2274e-11
8	18	7.087e-17
8	19	3.4127e-28
9	17	2.2257e-10
9	18	7.248e-14
9	19	3.0733e-12
9	20	7.0624e-23
10	19	7.0531e-12
10	20	9.3569e-05
10	21	2.5347e-08
10	22	4.5097e-13
10	23	4.3072e-21
11	21	7.8965e-08
11	22	2.372e-10
11	23	1.3741e-07
11	24	7.0164e-15
12	23	1.3576e-07
12	24	0.00039361
12	25	1.3355e-06
12	26	5.9717e-09
12	27	5.6048e-16
13	25	1.0007e-06
13	26	5.1903e-08
13	27	1.8199e-06
13	28	1.1852e-12
14	27	2.9443e-07
14	28	0.080982
14	29	1.6396e-06
14	30	1.016e-07
14	31	7.1091e-15
14	32	1.2684e-18
14	33	3.6441e-27
15	30	1.2749e-06
15	31	1.9401e-05
15	32	9.4472e-13
15	33	1.1514e-12
15	34	2.8442e-19
16	31	1.9036e-06
16	32	0.065704
16	33	7.2902e-06
16	34	5.7418e-09
16	35	1.3441e-13
16	36	5.3278e-15
16	37	1.3679e-23
17	35	2.1478e-06
17	36	1.2351e-11
17	37	8.9494e-12
17	38	2.326e-18
18	35	7.2737e-08
18	36	0.018417
18	37	2.0341e-06
18	38	2.7304e-09
18	39	7.7027e-15
18	40	6.8206e-16
18	41	3.1746e-22
19	39	6.8224e-07
19	40	4.2139e-13
19	41	1.4032e-14
19	42	6.05e-20
19	43	1.6574e-23
19	44	2.7651e-28
20	39	4.9553e-10
20	40	0.023817
20	41	6.0253e-07
20	42	1.7999e-09
20	43	5.8029e-11
20	44	3.3333e-16
20	45	4.8612e-20
20	46	1.0337e-22
20	47	8.9629e-28
20	48	8.3952e-29
20	49	5.3883e-29
21	43	1.4821e-07
21	44	4.1163e-13
21	45	6.4801e-11
21	46	2.2227e-18
21	47	2.327e-21
21	48	1.6045e-25
21	49	8.1842e-28
21	50	5.4982e-29
21	51	5.6082e-29
22	43	1.1756e-13
22	44	3.7872e-05
22	45	1.3198e-07
22	46	1.7583e-11
22	47	4.9439e-11
22	48	1.2522e-13
22	49	7.7399e-17
22	50	8.5093e-22
22	51	1.2581e-26
22	52	9.9048e-29
22	53	5.8281e-29
22	54	5.9387e-29
23	47	1.7439e-08
23	48	9.0489e-09
23	49	2.6601e-08
23	50	8.1933e-18
23	51	9.0206e-18
23	52	6.4933e-22
23	53	2.9023e-26
23	54	9.3931e-29
23	55	5.7326e-28
23	56	6.1611e-29
24	47	7.8331e-14
24	48	0.00056494
24	49	1.1275e-05
24	50	2.7075e-10
24	51	1.1294e-10
24	52	3.7564e-12
24	53	2.2865e-18
24	54	3.6448e-21
24	55	1.0802e-25
24	56	5.4886e-28
24	57	1.5462e-28
24	58	6.378e-29
25	51	5.3277e-08
25	52	1.6947e-06
25	53	1.4421e-08
25	54	3.0905e-17
25	55	3.6008e-16
25	56	2.5762e-22
26	51	3.478e-17
26	52	0.010068
26	53	1.1601e-06
26	54	2.7972e-06
26	55	1.5523e-08
26	56	7.0482e-12
26	57	2.394e-14
26	58	1.7995e-19
26	59	6.2277e-24
26	60	7.878e-28
26	61	6.7078e-29
26	62	6.8178e-29
27	54	1.3797e-19
27	55	0.00018689
27	56	7.7287e-06
27	57	2.8499e-07
27	58	1.746e-14
27	59	1.3577e-13
27	60	1.6429e-21
27	61	4.9285e-23
27	62	1.6078e-28
28	54	5.9363e-29
28	55	1.7665e-18
28	56	0.83505
28	57	0.0073749
28	58	0.0014663
28	59	7.2355e-05
28	60	8.7903e-07
28	61	3.3878e-09
28	62	1.0566e-10
29	58	0.00020234
29	59	0.0010363
29	60	0.0004441
29	61	1.6695e-05
29	62	2.0723e-08
29	63	3.5691e-09
29	64	3.3985e-18
29	65	2.8079e-16
29	66	3.3285e-26
30	59	1.3229e-18
30	60	0.017718
30	61	0.00024685
30	62	0.00017313
30	63	2.6676e-06
30	64	5.2042e-07
30	65	4.464e-09
30	66	6.7236e-13
